user_id,signup_date,city,acquisition_channel,device_type,user_type
4734,2024-03-12,Delhi,Referral,Android,one_time
4735,2024-03-07,Delhi,Instagram Ads,Android,occasional
4736,2024-01-20,Mumbai,Referral,Android,regular
4737,2024-02-20,Delhi,Instagram Ads,Android,occasional
4738,2024-03-07,Pune,Organic,Android,regular
4739,2024-01-22,Delhi,Organic,Android,regular
4740,2024-01-15,Mumbai,Instagram Ads,Android,occasional
4741,2024-01-23,Mumbai,Organic,Android,occasional
4742,2024-03-29,Pune,Referral,iOS,regular
4743,2024-02-25,Hyderabad,Organic,Android,power
4744,2024-01-04,Pune,Referral,iOS,one_time
4745,2024-01-16,Mumbai,Organic,iOS,regular
4746,2024-01-25,Bangalore,Referral,Android,power
4747,2024-02-06,Mumbai,Instagram Ads,iOS,regular
4748,2024-02-10,Delhi,Organic,Android,power
4749,2024-03-02,Bangalore,Referral,Android,regular
4750,2024-01-25,Bangalore,Google Ads,iOS,one_time
4751,2024-03-16,Bangalore,Organic,Android,regular
4752,2024-01-01,Delhi,Organic,iOS,occasional
4753,2024-02-21,Delhi,Organic,iOS,occasional
4754,2024-02-05,Bangalore,Referral,iOS,occasional
4755,2024-01-10,Bangalore,Organic,Android,one_time
4756,2024-02-25,Hyderabad,Referral,iOS,one_time
4757,2024-02-04,Mumbai,Organic,Android,power
4758,2024-03-23,Hyderabad,Google Ads,iOS,occasional
4759,2024-01-12,Mumbai,Instagram Ads,iOS,occasional
4760,2024-01-01,Hyderabad,Google Ads,Android,one_time
4761,2024-02-21,Pune,Google Ads,iOS,occasional
4762,2024-01-06,Pune,Organic,iOS,one_time
4763,2024-03-12,Delhi,Referral,iOS,occasional
4764,2024-03-11,Delhi,Google Ads,Android,regular
4765,2024-02-18,Pune,Referral,Android,occasional
4766,2024-02-19,Pune,Referral,Android,one_time
4767,2024-03-08,Delhi,Referral,Android,one_time
4768,2024-03-01,Pune,Referral,Android,power
4769,2024-02-16,Mumbai,Google Ads,iOS,occasional
4770,2024-01-24,Bangalore,Referral,Android,regular
4771,2024-03-13,Hyderabad,Referral,Android,power
4772,2024-03-29,Pune,Instagram Ads,Android,occasional
4773,2024-01-03,Mumbai,Instagram Ads,iOS,regular
4774,2024-03-30,Bangalore,Referral,Android,one_time
4775,2024-02-18,Mumbai,Google Ads,Android,regular
4776,2024-03-11,Mumbai,Google Ads,Android,one_time
4777,2024-01-10,Hyderabad,Google Ads,iOS,power
4778,2024-03-06,Bangalore,Organic,iOS,regular
4779,2024-03-03,Hyderabad,Google Ads,Android,regular
4780,2024-03-26,Delhi,Referral,iOS,regular
4781,2024-02-19,Pune,Instagram Ads,Android,power
4782,2024-01-13,Pune,Instagram Ads,iOS,regular
4783,2024-01-12,Pune,Referral,Android,occasional
4784,2024-02-25,Bangalore,Instagram Ads,Android,regular
4785,2024-01-19,Pune,Referral,iOS,occasional
4786,2024-03-06,Pune,Organic,iOS,regular
4787,2024-01-07,Bangalore,Google Ads,iOS,one_time
4788,2024-01-17,Mumbai,Google Ads,iOS,one_time
4789,2024-02-17,Hyderabad,Organic,iOS,occasional
4790,2024-02-25,Pune,Instagram Ads,Android,regular
4791,2024-03-14,Delhi,Instagram Ads,iOS,regular
4792,2024-03-04,Mumbai,Organic,Android,one_time
4793,2024-01-09,Hyderabad,Instagram Ads,iOS,power
4794,2024-02-22,Bangalore,Organic,iOS,regular
4795,2024-01-22,Delhi,Instagram Ads,iOS,regular
4796,2024-03-01,Delhi,Instagram Ads,iOS,regular
4797,2024-02-05,Mumbai,Organic,Android,regular
4798,2024-03-03,Pune,Instagram Ads,Android,occasional
4799,2024-03-29,Bangalore,Referral,Android,regular
4800,2024-01-12,Delhi,Referral,Android,occasional
4801,2024-02-19,Pune,Google Ads,Android,regular
4802,2024-03-02,Mumbai,Organic,iOS,power
4803,2024-03-12,Mumbai,Organic,Android,one_time
4804,2024-03-14,Bangalore,Organic,Android,regular
4805,2024-02-29,Mumbai,Organic,iOS,one_time
4806,2024-01-24,Hyderabad,Organic,Android,occasional
4807,2024-02-16,Delhi,Referral,Android,power
4808,2024-03-13,Delhi,Instagram Ads,Android,one_time
4809,2024-01-05,Hyderabad,Organic,iOS,regular
4810,2024-03-16,Bangalore,Organic,Android,one_time
4811,2024-03-02,Bangalore,Organic,iOS,regular
4812,2024-03-12,Bangalore,Google Ads,Android,one_time
4813,2024-03-23,Delhi,Referral,iOS,power
4814,2024-03-16,Pune,Instagram Ads,iOS,occasional
4815,2024-02-14,Delhi,Google Ads,iOS,occasional
4816,2024-03-01,Mumbai,Referral,Android,one_time
4817,2024-03-20,Pune,Instagram Ads,iOS,one_time
4818,2024-01-26,Bangalore,Organic,Android,one_time
4819,2024-01-10,Mumbai,Google Ads,iOS,one_time
4820,2024-01-06,Delhi,Google Ads,iOS,regular
4821,2024-01-29,Delhi,Organic,iOS,regular
4822,2024-02-07,Delhi,Google Ads,iOS,regular
4823,2024-02-02,Pune,Instagram Ads,iOS,regular
4824,2024-01-20,Hyderabad,Organic,iOS,regular
4825,2024-02-04,Pune,Referral,Android,occasional
4826,2024-02-24,Hyderabad,Instagram Ads,Android,regular
4827,2024-02-02,Bangalore,Instagram Ads,iOS,occasional
4828,2024-01-23,Bangalore,Instagram Ads,iOS,regular
4829,2024-03-21,Bangalore,Referral,Android,regular
4830,2024-03-10,Mumbai,Google Ads,iOS,occasional
4831,2024-01-07,Hyderabad,Referral,iOS,occasional
4832,2024-03-31,Mumbai,Referral,iOS,occasional
4833,2024-02-27,Pune,Google Ads,iOS,occasional
4834,2024-01-11,Bangalore,Referral,Android,regular
4835,2024-01-27,Pune,Instagram Ads,Android,occasional
4836,2024-03-17,Mumbai,Google Ads,iOS,power
4837,2024-01-14,Mumbai,Referral,iOS,regular
4838,2024-01-04,Pune,Organic,Android,occasional
4839,2024-01-13,Mumbai,Organic,iOS,power
4840,2024-03-05,Hyderabad,Organic,Android,regular
4841,2024-01-19,Bangalore,Google Ads,iOS,one_time
4842,2024-03-28,Hyderabad,Organic,Android,one_time
4843,2024-01-22,Mumbai,Referral,iOS,regular
4844,2024-01-30,Bangalore,Google Ads,Android,power
4845,2024-03-28,Delhi,Organic,Android,regular
4846,2024-03-26,Delhi,Instagram Ads,iOS,regular
4847,2024-02-10,Pune,Google Ads,Android,one_time
4848,2024-01-02,Delhi,Referral,Android,regular
4849,2024-01-11,Bangalore,Organic,iOS,occasional
4850,2024-01-28,Delhi,Google Ads,iOS,regular
4851,2024-02-26,Pune,Google Ads,Android,one_time
4852,2024-02-26,Bangalore,Organic,iOS,regular
4853,2024-01-13,Hyderabad,Instagram Ads,Android,occasional
4854,2024-02-29,Pune,Organic,iOS,regular
4855,2024-03-31,Pune,Google Ads,Android,occasional
4856,2024-01-30,Mumbai,Organic,Android,regular
4857,2024-02-20,Bangalore,Instagram Ads,iOS,regular
4858,2024-01-02,Delhi,Organic,Android,one_time
4859,2024-02-05,Bangalore,Instagram Ads,Android,one_time
4860,2024-01-28,Hyderabad,Organic,iOS,one_time
4861,2024-01-09,Mumbai,Google Ads,Android,occasional
4862,2024-01-29,Bangalore,Instagram Ads,iOS,one_time
4863,2024-02-14,Delhi,Google Ads,iOS,power
4864,2024-01-19,Mumbai,Google Ads,iOS,regular
4865,2024-01-10,Mumbai,Organic,iOS,regular
4866,2024-03-03,Pune,Organic,Android,occasional
4867,2024-02-20,Pune,Referral,Android,regular
4868,2024-01-10,Pune,Referral,iOS,regular
4869,2024-03-02,Bangalore,Organic,Android,occasional
4870,2024-03-02,Pune,Google Ads,Android,one_time
4871,2024-01-28,Delhi,Google Ads,iOS,regular
4872,2024-03-15,Bangalore,Instagram Ads,Android,regular
4873,2024-01-01,Hyderabad,Referral,iOS,regular
4874,2024-02-18,Delhi,Google Ads,iOS,regular
4875,2024-01-02,Delhi,Instagram Ads,iOS,regular
4876,2024-01-02,Mumbai,Referral,Android,occasional
4877,2024-02-18,Bangalore,Google Ads,Android,occasional
4878,2024-02-20,Delhi,Google Ads,Android,occasional
4879,2024-02-28,Pune,Google Ads,Android,regular
4880,2024-03-15,Mumbai,Instagram Ads,Android,one_time
4881,2024-01-29,Delhi,Google Ads,iOS,regular
4882,2024-01-13,Mumbai,Organic,Android,occasional
4883,2024-03-14,Mumbai,Referral,Android,one_time
4884,2024-02-15,Delhi,Organic,iOS,regular
4885,2024-03-06,Bangalore,Instagram Ads,Android,regular
4886,2024-01-20,Mumbai,Organic,iOS,one_time
4887,2024-02-20,Hyderabad,Instagram Ads,Android,regular
4888,2024-03-19,Mumbai,Google Ads,iOS,occasional
4889,2024-02-28,Bangalore,Referral,iOS,power
4890,2024-03-13,Delhi,Organic,Android,occasional
4891,2024-03-16,Pune,Referral,iOS,regular
4892,2024-01-22,Hyderabad,Organic,Android,power
4893,2024-01-31,Hyderabad,Instagram Ads,Android,occasional
4894,2024-03-29,Delhi,Referral,iOS,regular
4895,2024-02-15,Pune,Instagram Ads,Android,regular
4896,2024-02-02,Hyderabad,Referral,Android,power
4897,2024-03-29,Pune,Instagram Ads,Android,regular
4898,2024-02-26,Mumbai,Organic,iOS,regular
4899,2024-01-21,Delhi,Organic,Android,power
4900,2024-01-25,Hyderabad,Instagram Ads,Android,one_time
4901,2024-03-23,Pune,Instagram Ads,Android,power
4902,2024-02-15,Pune,Organic,iOS,occasional
4903,2024-01-01,Bangalore,Organic,iOS,regular
4904,2024-01-14,Mumbai,Referral,Android,regular
4905,2024-03-09,Bangalore,Google Ads,Android,one_time
4906,2024-03-16,Bangalore,Referral,iOS,regular
4907,2024-01-22,Mumbai,Referral,Android,one_time
4908,2024-03-31,Mumbai,Google Ads,Android,regular
4909,2024-03-02,Pune,Instagram Ads,Android,occasional
4910,2024-03-11,Hyderabad,Instagram Ads,iOS,occasional
4911,2024-01-23,Pune,Google Ads,iOS,one_time
4912,2024-02-09,Mumbai,Organic,Android,occasional
4913,2024-01-22,Hyderabad,Instagram Ads,Android,occasional
4914,2024-01-07,Delhi,Instagram Ads,iOS,regular
4915,2024-03-09,Delhi,Instagram Ads,Android,regular
4916,2024-03-25,Delhi,Organic,iOS,one_time
4917,2024-01-12,Bangalore,Google Ads,iOS,regular
4918,2024-02-05,Delhi,Instagram Ads,Android,regular
4919,2024-01-09,Hyderabad,Google Ads,Android,occasional
4920,2024-03-30,Mumbai,Instagram Ads,Android,regular
4921,2024-01-17,Mumbai,Instagram Ads,Android,one_time
4922,2024-02-05,Delhi,Instagram Ads,Android,occasional
4923,2024-01-17,Hyderabad,Referral,iOS,occasional
4924,2024-01-17,Mumbai,Instagram Ads,iOS,one_time
4925,2024-01-25,Mumbai,Instagram Ads,Android,power
4926,2024-02-23,Bangalore,Organic,iOS,regular
4927,2024-02-02,Hyderabad,Instagram Ads,Android,occasional
4928,2024-03-28,Mumbai,Google Ads,Android,regular
4929,2024-02-26,Hyderabad,Referral,iOS,occasional
4930,2024-02-20,Pune,Organic,Android,one_time
4931,2024-01-17,Mumbai,Organic,Android,occasional
4932,2024-03-17,Mumbai,Referral,Android,regular
4933,2024-03-01,Bangalore,Referral,Android,one_time
4934,2024-01-21,Pune,Instagram Ads,Android,occasional
4935,2024-01-04,Bangalore,Instagram Ads,iOS,occasional
4936,2024-01-09,Pune,Referral,iOS,regular
4937,2024-01-21,Delhi,Organic,Android,one_time
4938,2024-01-16,Hyderabad,Referral,Android,occasional
4939,2024-03-05,Mumbai,Google Ads,iOS,occasional
4940,2024-03-12,Bangalore,Referral,iOS,one_time
4941,2024-02-28,Mumbai,Referral,Android,regular
4942,2024-03-30,Hyderabad,Instagram Ads,Android,occasional
4943,2024-03-14,Pune,Referral,iOS,one_time
4944,2024-02-16,Mumbai,Google Ads,iOS,regular
4945,2024-02-02,Bangalore,Organic,iOS,occasional
4946,2024-02-25,Hyderabad,Instagram Ads,iOS,one_time
4947,2024-03-18,Delhi,Instagram Ads,iOS,occasional
4948,2024-02-14,Mumbai,Google Ads,iOS,occasional
4949,2024-01-22,Hyderabad,Instagram Ads,Android,one_time
4950,2024-01-22,Hyderabad,Instagram Ads,iOS,one_time
4951,2024-01-16,Mumbai,Google Ads,Android,regular
4952,2024-02-02,Delhi,Referral,Android,power
4953,2024-02-13,Pune,Google Ads,iOS,occasional
4954,2024-03-27,Delhi,Organic,Android,occasional
4955,2024-03-09,Hyderabad,Organic,iOS,occasional
4956,2024-01-19,Delhi,Google Ads,Android,occasional
4957,2024-03-25,Pune,Referral,iOS,regular
4958,2024-01-29,Delhi,Google Ads,Android,occasional
4959,2024-01-18,Bangalore,Referral,Android,regular
4960,2024-02-16,Mumbai,Google Ads,Android,occasional
4961,2024-01-29,Delhi,Google Ads,Android,occasional
4962,2024-01-05,Delhi,Organic,Android,regular
4963,2024-03-31,Bangalore,Referral,iOS,regular
4964,2024-01-04,Bangalore,Google Ads,iOS,occasional
4965,2024-02-29,Hyderabad,Google Ads,iOS,occasional
4966,2024-02-12,Hyderabad,Referral,iOS,regular
4967,2024-03-22,Bangalore,Instagram Ads,iOS,one_time
4968,2024-01-31,Hyderabad,Google Ads,iOS,occasional
4969,2024-02-04,Hyderabad,Referral,iOS,one_time
4970,2024-01-09,Hyderabad,Instagram Ads,iOS,occasional
4971,2024-01-17,Mumbai,Instagram Ads,iOS,occasional
4972,2024-02-06,Bangalore,Organic,Android,one_time
4973,2024-03-14,Bangalore,Google Ads,Android,occasional
4974,2024-02-13,Delhi,Referral,Android,occasional
4975,2024-02-11,Bangalore,Referral,iOS,regular
4976,2024-02-08,Hyderabad,Instagram Ads,Android,occasional
4977,2024-01-31,Mumbai,Referral,iOS,regular
4978,2024-01-18,Delhi,Google Ads,Android,regular
4979,2024-02-04,Delhi,Referral,Android,power
4980,2024-02-06,Mumbai,Google Ads,Android,power
4981,2024-02-01,Delhi,Referral,Android,one_time
4982,2024-02-08,Bangalore,Google Ads,Android,regular
4983,2024-01-08,Hyderabad,Referral,Android,occasional
4984,2024-03-25,Hyderabad,Instagram Ads,Android,one_time
4985,2024-03-28,Mumbai,Organic,Android,occasional
4986,2024-03-04,Pune,Google Ads,Android,regular
4987,2024-01-19,Mumbai,Organic,iOS,occasional
4988,2024-03-11,Hyderabad,Organic,iOS,occasional
4989,2024-02-10,Delhi,Instagram Ads,iOS,occasional
4990,2024-03-25,Bangalore,Instagram Ads,iOS,occasional
4991,2024-03-05,Hyderabad,Google Ads,iOS,one_time
4992,2024-03-28,Hyderabad,Organic,Android,occasional
4993,2024-03-04,Delhi,Instagram Ads,Android,regular
4994,2024-03-29,Pune,Referral,iOS,occasional
4995,2024-01-19,Delhi,Referral,iOS,power
4996,2024-02-27,Delhi,Referral,iOS,one_time
4997,2024-03-28,Bangalore,Referral,Android,regular
4998,2024-01-25,Hyderabad,Organic,Android,regular
4999,2024-02-05,Mumbai,Organic,iOS,one_time
5000,2024-01-20,Hyderabad,Organic,Android,occasional
5001,2024-02-17,Bangalore,Organic,Android,regular
5002,2024-01-04,Delhi,Referral,Android,occasional
5003,2024-01-17,Mumbai,Google Ads,Android,one_time
5004,2024-02-10,Hyderabad,Instagram Ads,Android,regular
5005,2024-02-24,Mumbai,Google Ads,Android,one_time
5006,2024-03-14,Mumbai,Instagram Ads,iOS,power
5007,2024-03-08,Mumbai,Referral,Android,occasional
5008,2024-01-05,Delhi,Organic,Android,one_time
5009,2024-02-18,Pune,Google Ads,iOS,regular
5010,2024-03-31,Delhi,Referral,Android,occasional
5011,2024-01-04,Pune,Instagram Ads,iOS,regular
5012,2024-02-01,Bangalore,Instagram Ads,iOS,occasional
5013,2024-03-19,Bangalore,Instagram Ads,Android,occasional
5014,2024-01-19,Delhi,Instagram Ads,iOS,occasional
5015,2024-01-30,Pune,Instagram Ads,Android,regular
5016,2024-01-01,Bangalore,Google Ads,iOS,regular
5017,2024-03-29,Delhi,Google Ads,Android,power
5018,2024-01-17,Delhi,Referral,iOS,regular
5019,2024-01-12,Pune,Google Ads,Android,occasional
5020,2024-03-01,Hyderabad,Organic,Android,one_time
5021,2024-03-11,Hyderabad,Organic,Android,occasional
5022,2024-02-19,Pune,Referral,Android,occasional
5023,2024-03-05,Delhi,Instagram Ads,iOS,one_time
5024,2024-01-05,Mumbai,Organic,iOS,occasional
5025,2024-01-16,Delhi,Referral,Android,one_time
5026,2024-02-15,Pune,Instagram Ads,Android,occasional
5027,2024-03-31,Mumbai,Referral,iOS,regular
5028,2024-03-31,Bangalore,Google Ads,iOS,power
5029,2024-03-02,Delhi,Google Ads,iOS,occasional
5030,2024-02-03,Delhi,Instagram Ads,Android,regular
5031,2024-01-28,Delhi,Instagram Ads,Android,regular
5032,2024-03-06,Mumbai,Organic,iOS,occasional
5033,2024-02-02,Delhi,Google Ads,Android,occasional
5034,2024-03-26,Delhi,Instagram Ads,iOS,occasional
5035,2024-02-21,Mumbai,Referral,Android,regular
5036,2024-03-20,Bangalore,Instagram Ads,iOS,regular
5037,2024-03-24,Mumbai,Referral,Android,occasional
5038,2024-03-22,Hyderabad,Instagram Ads,Android,one_time
5039,2024-03-23,Mumbai,Organic,iOS,occasional
5040,2024-02-20,Hyderabad,Google Ads,Android,one_time
5041,2024-01-31,Mumbai,Referral,iOS,occasional
5042,2024-01-30,Pune,Google Ads,Android,occasional
5043,2024-03-24,Pune,Google Ads,Android,regular
5044,2024-01-02,Mumbai,Instagram Ads,iOS,occasional
5045,2024-01-23,Hyderabad,Organic,iOS,occasional
5046,2024-03-25,Hyderabad,Instagram Ads,iOS,occasional
5047,2024-03-25,Bangalore,Referral,Android,occasional
5048,2024-02-10,Bangalore,Referral,Android,occasional
5049,2024-02-16,Bangalore,Google Ads,Android,regular
5050,2024-01-23,Mumbai,Google Ads,Android,occasional
5051,2024-02-24,Bangalore,Organic,Android,regular
5052,2024-03-13,Bangalore,Google Ads,iOS,one_time
5053,2024-02-04,Mumbai,Organic,iOS,regular
5054,2024-03-16,Delhi,Google Ads,iOS,power
5055,2024-03-11,Hyderabad,Google Ads,Android,occasional
5056,2024-01-08,Hyderabad,Organic,Android,occasional
5057,2024-01-03,Bangalore,Instagram Ads,iOS,occasional
5058,2024-01-21,Mumbai,Organic,iOS,regular
5059,2024-01-13,Delhi,Organic,Android,occasional
5060,2024-02-09,Mumbai,Instagram Ads,Android,regular
5061,2024-02-25,Pune,Referral,iOS,one_time
5062,2024-03-09,Pune,Referral,iOS,one_time
5063,2024-01-05,Pune,Referral,Android,occasional
5064,2024-01-10,Delhi,Referral,iOS,regular
5065,2024-03-02,Delhi,Organic,Android,occasional
5066,2024-01-17,Hyderabad,Referral,Android,power
5067,2024-02-28,Bangalore,Referral,iOS,occasional
5068,2024-02-15,Delhi,Instagram Ads,iOS,regular
5069,2024-01-26,Mumbai,Organic,iOS,one_time
5070,2024-02-12,Bangalore,Instagram Ads,Android,power
5071,2024-03-06,Pune,Google Ads,Android,occasional
5072,2024-01-30,Mumbai,Instagram Ads,Android,occasional
5073,2024-01-21,Mumbai,Organic,iOS,occasional
5074,2024-01-04,Bangalore,Referral,iOS,power
5075,2024-02-04,Bangalore,Referral,iOS,one_time
5076,2024-03-02,Mumbai,Organic,Android,occasional
5077,2024-01-18,Hyderabad,Referral,iOS,occasional
5078,2024-02-09,Bangalore,Referral,iOS,regular
5079,2024-02-21,Bangalore,Referral,iOS,occasional
5080,2024-02-09,Mumbai,Referral,Android,occasional
5081,2024-02-19,Bangalore,Referral,Android,power
5082,2024-02-02,Bangalore,Organic,Android,regular
5083,2024-02-22,Delhi,Google Ads,iOS,one_time
5084,2024-03-30,Delhi,Referral,Android,regular
5085,2024-01-05,Pune,Referral,iOS,regular
5086,2024-03-13,Hyderabad,Instagram Ads,iOS,occasional
5087,2024-02-26,Mumbai,Organic,iOS,occasional
5088,2024-01-18,Pune,Referral,Android,power
5089,2024-02-11,Delhi,Organic,iOS,occasional
5090,2024-03-16,Hyderabad,Organic,Android,regular
5091,2024-02-17,Bangalore,Organic,Android,power
5092,2024-03-08,Delhi,Referral,iOS,power
5093,2024-03-27,Delhi,Referral,iOS,one_time
5094,2024-01-31,Mumbai,Google Ads,iOS,regular
5095,2024-03-08,Pune,Google Ads,iOS,power
5096,2024-02-14,Bangalore,Referral,iOS,occasional
5097,2024-02-01,Bangalore,Google Ads,iOS,one_time
5098,2024-02-07,Delhi,Google Ads,iOS,regular
5099,2024-01-10,Bangalore,Organic,iOS,occasional
5100,2024-03-13,Pune,Instagram Ads,Android,power
5101,2024-03-31,Bangalore,Google Ads,iOS,occasional
5102,2024-02-06,Delhi,Google Ads,iOS,occasional
5103,2024-02-03,Mumbai,Instagram Ads,Android,occasional
5104,2024-01-29,Mumbai,Google Ads,iOS,regular
5105,2024-01-17,Pune,Referral,Android,regular
5106,2024-03-14,Pune,Google Ads,Android,regular
5107,2024-02-01,Delhi,Organic,Android,regular
5108,2024-03-14,Hyderabad,Instagram Ads,Android,power
5109,2024-03-29,Delhi,Organic,iOS,occasional
5110,2024-01-06,Hyderabad,Google Ads,iOS,one_time
5111,2024-03-07,Bangalore,Instagram Ads,iOS,one_time
5112,2024-03-21,Hyderabad,Google Ads,iOS,one_time
5113,2024-03-01,Pune,Instagram Ads,Android,occasional
5114,2024-01-05,Delhi,Organic,Android,occasional
5115,2024-02-08,Bangalore,Referral,iOS,regular
5116,2024-02-18,Mumbai,Instagram Ads,Android,occasional
5117,2024-03-13,Mumbai,Organic,Android,occasional
5118,2024-02-15,Mumbai,Instagram Ads,Android,occasional
5119,2024-01-27,Hyderabad,Google Ads,iOS,occasional
5120,2024-02-15,Pune,Referral,Android,regular
5121,2024-02-12,Pune,Google Ads,iOS,regular
5122,2024-01-01,Pune,Referral,Android,one_time
5123,2024-03-14,Pune,Instagram Ads,Android,power
5124,2024-02-03,Bangalore,Google Ads,Android,occasional
5125,2024-02-03,Bangalore,Referral,iOS,one_time
5126,2024-01-29,Mumbai,Organic,Android,occasional
5127,2024-03-10,Pune,Google Ads,Android,occasional
5128,2024-01-27,Bangalore,Instagram Ads,Android,regular
5129,2024-02-22,Delhi,Instagram Ads,Android,regular
5130,2024-02-01,Delhi,Google Ads,iOS,one_time
5131,2024-02-07,Delhi,Google Ads,iOS,occasional
5132,2024-01-27,Mumbai,Organic,iOS,occasional
5133,2024-01-30,Hyderabad,Referral,iOS,power
5134,2024-03-10,Mumbai,Organic,iOS,power
5135,2024-03-31,Delhi,Google Ads,iOS,one_time
5136,2024-03-15,Mumbai,Instagram Ads,Android,regular
5137,2024-03-23,Hyderabad,Referral,iOS,occasional
5138,2024-01-09,Hyderabad,Google Ads,Android,power
5139,2024-01-05,Bangalore,Instagram Ads,iOS,occasional
5140,2024-01-08,Delhi,Instagram Ads,iOS,one_time
5141,2024-01-07,Delhi,Instagram Ads,iOS,occasional
5142,2024-02-24,Hyderabad,Google Ads,Android,regular
5143,2024-02-27,Bangalore,Instagram Ads,Android,occasional
5144,2024-01-26,Delhi,Instagram Ads,Android,occasional
5145,2024-01-02,Delhi,Organic,Android,occasional
5146,2024-02-12,Hyderabad,Organic,Android,one_time
5147,2024-01-27,Mumbai,Instagram Ads,Android,occasional
5148,2024-01-29,Delhi,Google Ads,iOS,one_time
5149,2024-02-29,Hyderabad,Organic,Android,occasional
5150,2024-03-26,Hyderabad,Referral,iOS,regular
5151,2024-01-02,Hyderabad,Referral,Android,regular
5152,2024-03-02,Pune,Google Ads,iOS,regular
5153,2024-02-01,Mumbai,Instagram Ads,iOS,one_time
5154,2024-03-23,Bangalore,Instagram Ads,Android,occasional
5155,2024-01-11,Delhi,Instagram Ads,iOS,occasional
5156,2024-03-03,Delhi,Instagram Ads,Android,regular
5157,2024-01-28,Bangalore,Instagram Ads,Android,regular
5158,2024-01-17,Pune,Google Ads,iOS,occasional
5159,2024-01-09,Pune,Organic,Android,occasional
5160,2024-02-28,Delhi,Instagram Ads,Android,regular
5161,2024-02-07,Mumbai,Google Ads,Android,occasional
5162,2024-02-26,Hyderabad,Google Ads,iOS,power
5163,2024-01-14,Hyderabad,Referral,iOS,regular
5164,2024-02-03,Hyderabad,Organic,Android,occasional
5165,2024-02-03,Mumbai,Referral,iOS,regular
5166,2024-03-22,Pune,Instagram Ads,iOS,one_time
5167,2024-01-20,Hyderabad,Instagram Ads,iOS,regular
5168,2024-03-05,Mumbai,Instagram Ads,Android,regular
5169,2024-02-10,Pune,Organic,iOS,regular
5170,2024-02-19,Hyderabad,Google Ads,iOS,occasional
5171,2024-03-05,Delhi,Instagram Ads,iOS,occasional
5172,2024-02-01,Delhi,Referral,Android,occasional
5173,2024-01-24,Mumbai,Instagram Ads,Android,power
5174,2024-01-12,Mumbai,Organic,iOS,power
5175,2024-03-06,Mumbai,Instagram Ads,iOS,occasional
5176,2024-03-29,Pune,Referral,Android,one_time
5177,2024-03-26,Mumbai,Referral,Android,one_time
5178,2024-03-03,Bangalore,Organic,Android,power
5179,2024-03-17,Delhi,Google Ads,Android,occasional
5180,2024-03-16,Pune,Google Ads,iOS,one_time
5181,2024-01-23,Pune,Google Ads,Android,regular
5182,2024-03-04,Mumbai,Instagram Ads,Android,one_time
5183,2024-01-19,Hyderabad,Referral,iOS,regular
5184,2024-02-01,Delhi,Referral,Android,one_time
5185,2024-01-21,Mumbai,Google Ads,iOS,occasional
5186,2024-01-20,Delhi,Organic,iOS,one_time
5187,2024-01-23,Hyderabad,Google Ads,iOS,occasional
5188,2024-03-16,Hyderabad,Instagram Ads,Android,regular
5189,2024-01-01,Pune,Instagram Ads,Android,one_time
5190,2024-02-07,Bangalore,Google Ads,iOS,regular
5191,2024-01-03,Bangalore,Referral,iOS,regular
5192,2024-01-02,Bangalore,Referral,Android,occasional
5193,2024-01-22,Mumbai,Google Ads,iOS,occasional
5194,2024-03-05,Bangalore,Organic,iOS,one_time
5195,2024-01-25,Hyderabad,Referral,iOS,regular
5196,2024-03-20,Delhi,Referral,iOS,occasional
5197,2024-03-22,Delhi,Instagram Ads,iOS,occasional
5198,2024-02-23,Delhi,Google Ads,Android,power
5199,2024-02-27,Hyderabad,Referral,iOS,regular
5200,2024-01-22,Delhi,Google Ads,Android,regular
5201,2024-01-03,Hyderabad,Organic,iOS,regular
5202,2024-02-14,Pune,Organic,Android,one_time
5203,2024-03-18,Delhi,Organic,iOS,occasional
5204,2024-03-14,Delhi,Instagram Ads,iOS,occasional
5205,2024-01-15,Mumbai,Google Ads,iOS,one_time
5206,2024-01-28,Mumbai,Instagram Ads,iOS,regular
5207,2024-02-10,Pune,Referral,Android,one_time
5208,2024-02-25,Delhi,Referral,Android,occasional
5209,2024-03-23,Hyderabad,Instagram Ads,iOS,one_time
5210,2024-03-26,Delhi,Organic,iOS,regular
5211,2024-02-18,Mumbai,Google Ads,iOS,one_time
5212,2024-03-20,Pune,Organic,iOS,regular
5213,2024-01-13,Delhi,Instagram Ads,Android,regular
5214,2024-01-29,Pune,Organic,Android,occasional
5215,2024-02-04,Pune,Instagram Ads,Android,regular
5216,2024-01-09,Mumbai,Instagram Ads,Android,occasional
5217,2024-01-13,Delhi,Organic,iOS,occasional
5218,2024-02-07,Pune,Organic,iOS,occasional
5219,2024-03-09,Delhi,Referral,iOS,regular
5220,2024-03-09,Hyderabad,Referral,iOS,power
5221,2024-01-02,Mumbai,Organic,iOS,regular
5222,2024-02-03,Pune,Organic,iOS,occasional
5223,2024-02-09,Bangalore,Instagram Ads,Android,regular
5224,2024-01-06,Hyderabad,Instagram Ads,iOS,regular
5225,2024-02-26,Pune,Referral,Android,regular
5226,2024-02-10,Pune,Google Ads,iOS,power
5227,2024-03-22,Hyderabad,Google Ads,iOS,occasional
5228,2024-02-09,Mumbai,Referral,Android,one_time
5229,2024-01-28,Bangalore,Instagram Ads,Android,regular
5230,2024-03-19,Delhi,Referral,Android,occasional
