user_id,total_sessions,total_orders,user_segment
4970,4,0,Inactive
4971,6,0,Inactive
4972,2,2,Occasional User
4973,4,1,Occasional User
4974,3,0,Inactive
4975,10,1,Occasional User
4976,4,1,Occasional User
4977,8,3,Regular User
4978,9,0,Inactive
4979,17,2,Occasional User
4980,13,2,Occasional User
4981,1,1,Occasional User
4982,10,2,Occasional User
4983,4,4,Regular User
4984,1,0,Inactive
4986,7,2,Occasional User
4987,6,1,Occasional User
4988,4,2,Occasional User
4989,6,1,Occasional User
4991,2,1,Occasional User
4993,7,0,Inactive
4995,15,3,Regular User
4996,1,0,Inactive
4997,1,1,Occasional User
4998,7,2,Occasional User
4999,1,0,Inactive
5000,5,0,Inactive
5001,9,5,Regular User
5002,3,0,Inactive
5003,1,1,Occasional User
5004,6,2,Occasional User
5005,1,1,Occasional User
5006,2,1,Occasional User
5007,5,1,Occasional User
5008,2,0,Inactive
5009,7,1,Occasional User
5011,8,1,Occasional User
5012,3,1,Occasional User
5013,3,0,Inactive
5014,3,0,Inactive
5015,6,2,Occasional User
5016,9,1,Occasional User
5018,10,2,Occasional User
5019,4,0,Inactive
5020,2,1,Occasional User
5021,4,1,Occasional User
5022,6,1,Occasional User
5023,2,0,Inactive
5024,3,1,Occasional User
5025,1,0,Inactive
5026,5,0,Inactive
5029,4,0,Inactive
5030,9,3,Regular User
5031,8,1,Occasional User
5032,4,1,Occasional User
5033,5,1,Occasional User
5034,1,1,Occasional User
5035,10,2,Occasional User
5036,2,1,Occasional User
5037,2,0,Inactive
5038,2,0,Inactive
5039,1,1,Occasional User
5040,1,1,Occasional User
5041,5,2,Occasional User
5042,3,0,Inactive
5043,2,1,Occasional User
5044,3,1,Occasional User
5045,5,0,Inactive
5046,2,1,Occasional User
5047,1,0,Inactive
5048,3,0,Inactive
5049,9,3,Regular User
5050,5,0,Inactive
5051,8,3,Regular User
5052,2,1,Occasional User
5053,6,1,Occasional User
5054,3,1,Occasional User
5055,3,1,Occasional User
5056,6,2,Occasional User
5057,6,0,Inactive
5058,8,1,Occasional User
5059,3,1,Occasional User
5060,10,1,Occasional User
5061,2,0,Inactive
5062,2,0,Inactive
5063,5,2,Occasional User
5064,6,0,Inactive
5065,4,1,Occasional User
5066,14,1,Occasional User
5067,4,1,Occasional User
5068,7,2,Occasional User
5069,1,0,Inactive
5070,11,4,Regular User
5071,3,1,Occasional User
5072,4,1,Occasional User
5073,4,0,Inactive
5074,17,2,Occasional User
5075,2,1,Occasional User
5076,3,1,Occasional User
5077,4,1,Occasional User
5078,8,3,Regular User
5079,6,1,Occasional User
5080,4,0,Inactive
5081,9,1,Occasional User
5082,10,2,Occasional User
5083,2,0,Inactive
5085,6,0,Inactive
5086,3,1,Occasional User
5087,3,1,Occasional User
5088,12,4,Regular User
5089,5,0,Inactive
5090,4,0,Inactive
5091,8,2,Occasional User
5092,6,1,Occasional User
5093,1,0,Inactive
5094,7,1,Occasional User
5095,3,1,Occasional User
5096,4,1,Occasional User
5097,2,0,Inactive
5098,8,2,Occasional User
5099,4,1,Occasional User
5100,4,2,Occasional User
5102,3,0,Inactive
5103,4,1,Occasional User
5104,6,3,Regular User
5105,6,2,Occasional User
5106,4,1,Occasional User
5107,7,2,Occasional User
5108,3,2,Occasional User
5109,1,0,Inactive
5110,2,1,Occasional User
5111,1,1,Occasional User
5112,2,2,Occasional User
5113,4,1,Occasional User
5114,5,0,Inactive
5115,10,1,Occasional User
5116,3,1,Occasional User
5117,4,1,Occasional User
5118,6,1,Occasional User
5119,6,3,Regular User
5120,6,2,Occasional User
5121,10,2,Occasional User
5122,1,0,Inactive
5123,4,1,Occasional User
5124,6,3,Regular User
5125,2,0,Inactive
5126,4,1,Occasional User
5127,6,1,Occasional User
5128,6,2,Occasional User
5129,9,0,Inactive
5130,2,0,Inactive
5131,4,1,Occasional User
5132,6,0,Inactive
5133,14,3,Regular User
5134,4,2,Occasional User
5136,3,1,Occasional User
5137,1,0,Inactive
5138,15,5,Regular User
5139,6,1,Occasional User
5140,1,0,Inactive
5141,3,1,Occasional User
5142,9,2,Occasional User
5143,3,0,Inactive
5144,4,2,Occasional User
5145,4,3,Regular User
5146,2,0,Inactive
5147,4,2,Occasional User
5148,2,1,Occasional User
5149,6,1,Occasional User
5150,1,0,Inactive
5151,9,1,Occasional User
5152,6,1,Occasional User
5153,2,1,Occasional User
5154,1,0,Inactive
5155,4,0,Inactive
5156,5,0,Inactive
5157,7,2,Occasional User
5158,4,2,Occasional User
5159,6,3,Regular User
5160,7,2,Occasional User
5161,4,1,Occasional User
5162,6,0,Inactive
5163,9,3,Regular User
5164,3,1,Occasional User
5165,7,0,Inactive
5166,1,0,Inactive
5167,7,3,Regular User
5168,6,0,Inactive
5169,10,2,Occasional User
5170,5,1,Occasional User
5171,5,1,Occasional User
5172,5,2,Occasional User
5173,12,3,Regular User
5174,16,4,Regular User
5175,5,2,Occasional User
5177,1,0,Inactive
5178,4,1,Occasional User
5179,3,0,Inactive
5180,2,0,Inactive
5181,8,1,Occasional User
5182,2,1,Occasional User
5183,7,2,Occasional User
5184,2,0,Inactive
5185,3,1,Occasional User
5186,1,1,Occasional User
5187,4,0,Inactive
5188,6,3,Regular User
5189,2,1,Occasional User
5190,7,0,Inactive
5191,6,0,Inactive
5192,5,0,Inactive
5193,4,1,Occasional User
5194,1,0,Inactive
5195,7,1,Occasional User
5196,2,1,Occasional User
5197,1,0,Inactive
5198,9,2,Occasional User
5199,7,0,Inactive
5200,7,2,Occasional User
5201,10,4,Regular User
5202,2,0,Inactive
5203,2,0,Inactive
5204,3,0,Inactive
5205,2,0,Inactive
5206,10,1,Occasional User
5207,2,0,Inactive
5208,4,0,Inactive
5209,1,0,Inactive
5210,2,0,Inactive
5211,1,0,Inactive
5212,2,0,Inactive
5213,6,0,Inactive
5214,5,0,Inactive
5215,10,2,Occasional User
5216,3,1,Occasional User
5217,3,0,Inactive
5218,6,2,Occasional User
5219,3,1,Occasional User
5220,5,1,Occasional User
5221,8,0,Inactive
5222,6,0,Inactive
5223,7,1,Occasional User
5224,6,2,Occasional User
5225,6,1,Occasional User
5226,13,3,Regular User
5227,1,0,Inactive
5228,2,1,Occasional User
5229,7,1,Occasional User
5230,2,0,Inactive
5231,5,0,Inactive
5232,5,2,Occasional User
5233,5,1,Occasional User
5234,3,2,Occasional User
5235,5,3,Regular User
5236,11,5,Regular User
5237,1,0,Inactive
5238,5,0,Inactive
5239,7,2,Occasional User
5240,1,0,Inactive
5241,2,0,Inactive
5242,4,1,Occasional User
5243,4,1,Occasional User
5244,1,0,Inactive
5245,4,0,Inactive
5246,6,2,Occasional User
5247,3,0,Inactive
5248,1,0,Inactive
5249,5,0,Inactive
5250,4,1,Occasional User
5251,1,0,Inactive
5252,1,1,Occasional User
5253,4,1,Occasional User
5254,9,1,Occasional User
5255,2,0,Inactive
5256,4,0,Inactive
5257,1,0,Inactive
5258,4,0,Inactive
5260,1,0,Inactive
5261,6,2,Occasional User
5262,2,0,Inactive
5263,4,0,Inactive
5264,1,1,Occasional User
5265,1,0,Inactive
5266,2,0,Inactive
5267,8,1,Occasional User
5268,4,1,Occasional User
5269,1,1,Occasional User
5270,9,2,Occasional User
5272,1,0,Inactive
5273,8,1,Occasional User
5274,3,0,Inactive
5275,6,1,Occasional User
5276,3,0,Inactive
5277,6,1,Occasional User
5278,8,0,Inactive
5279,2,0,Inactive
5280,7,0,Inactive
5281,1,0,Inactive
5282,4,2,Occasional User
5284,1,0,Inactive
5285,4,0,Inactive
5286,5,1,Occasional User
5287,2,0,Inactive
5288,12,3,Regular User
5289,11,0,Inactive
5290,1,1,Occasional User
5291,9,0,Inactive
5292,8,1,Occasional User
5293,17,2,Occasional User
5294,4,1,Occasional User
5295,4,0,Inactive
5296,6,2,Occasional User
5297,5,1,Occasional User
5298,6,1,Occasional User
5299,2,0,Inactive
5300,16,0,Inactive
5301,5,0,Inactive
5302,9,1,Occasional User
5303,4,1,Occasional User
5304,1,0,Inactive
5305,1,1,Occasional User
5306,5,0,Inactive
5307,3,0,Inactive
5308,6,1,Occasional User
5309,2,0,Inactive
5310,1,0,Inactive
5311,1,1,Occasional User
5313,2,1,Occasional User
5314,1,0,Inactive
5315,4,1,Occasional User
5316,5,2,Occasional User
5317,7,2,Occasional User
5318,2,0,Inactive
5319,3,1,Occasional User
5320,3,1,Occasional User
5321,6,2,Occasional User
5322,7,2,Occasional User
5323,5,1,Occasional User
5324,2,0,Inactive
5325,3,1,Occasional User
5326,4,1,Occasional User
5327,13,3,Regular User
5328,8,1,Occasional User
5329,5,2,Occasional User
5330,4,2,Occasional User
5331,6,1,Occasional User
5332,1,0,Inactive
5333,5,1,Occasional User
5334,4,1,Occasional User
5335,2,0,Inactive
5336,2,0,Inactive
5337,6,3,Regular User
5339,2,0,Inactive
5340,5,2,Occasional User
5341,2,0,Inactive
5342,2,0,Inactive
5343,2,0,Inactive
5344,7,1,Occasional User
5345,2,1,Occasional User
5346,3,2,Occasional User
5347,15,3,Regular User
5348,4,0,Inactive
5349,6,0,Inactive
5350,4,1,Occasional User
5351,4,2,Occasional User
5352,2,0,Inactive
5353,6,0,Inactive
5354,6,0,Inactive
5355,4,0,Inactive
5356,3,2,Occasional User
5357,9,2,Occasional User
5358,2,0,Inactive
5359,1,0,Inactive
5360,6,0,Inactive
5361,5,0,Inactive
5362,5,1,Occasional User
5363,5,1,Occasional User
5364,6,1,Occasional User
5365,4,0,Inactive
5366,1,0,Inactive
5367,5,1,Occasional User
5368,3,1,Occasional User
5369,2,0,Inactive
5370,8,1,Occasional User
5371,10,2,Occasional User
5372,9,1,Occasional User
5373,2,1,Occasional User
5375,4,1,Occasional User
5376,3,0,Inactive
5377,3,1,Occasional User
5378,4,2,Occasional User
5379,2,0,Inactive
5380,6,2,Occasional User
5381,8,1,Occasional User
5382,6,0,Inactive
5383,8,1,Occasional User
5384,12,2,Occasional User
5385,4,3,Regular User
5386,4,1,Occasional User
5387,6,1,Occasional User
5388,2,0,Inactive
5389,3,1,Occasional User
5390,1,0,Inactive
5391,3,1,Occasional User
5392,4,0,Inactive
5393,2,0,Inactive
5394,5,0,Inactive
5395,3,0,Inactive
5396,3,0,Inactive
5397,19,3,Regular User
5398,5,0,Inactive
5399,1,1,Occasional User
5400,1,0,Inactive
5401,6,1,Occasional User
5402,1,0,Inactive
5403,2,1,Occasional User
5404,3,0,Inactive
5405,5,0,Inactive
5406,1,0,Inactive
5407,1,1,Occasional User
5408,4,2,Occasional User
5409,7,0,Inactive
5410,3,0,Inactive
5411,4,1,Occasional User
5412,9,0,Inactive
5413,3,0,Inactive
5414,18,4,Regular User
5415,1,0,Inactive
5416,8,2,Occasional User
5417,4,0,Inactive
5418,9,2,Occasional User
5419,4,0,Inactive
5420,4,0,Inactive
5421,8,2,Occasional User
5422,6,2,Occasional User
5423,1,1,Occasional User
5424,4,0,Inactive
5425,4,3,Regular User
5426,6,0,Inactive
5427,2,0,Inactive
5428,8,1,Occasional User
5429,5,1,Occasional User
5430,3,0,Inactive
5431,6,0,Inactive
5432,17,2,Occasional User
5433,5,1,Occasional User
5434,13,1,Occasional User
5435,4,1,Occasional User
5436,4,0,Inactive
5438,2,0,Inactive
5439,12,1,Occasional User
5441,5,1,Occasional User
5442,8,0,Inactive
5443,5,0,Inactive
5444,1,0,Inactive
5445,9,3,Regular User
5446,6,1,Occasional User
5447,1,0,Inactive
5448,6,0,Inactive
5449,4,0,Inactive
5450,7,1,Occasional User
5451,7,2,Occasional User
5452,6,1,Occasional User
5453,7,4,Regular User
5454,3,0,Inactive
5455,3,0,Inactive
5456,6,0,Inactive
5457,7,1,Occasional User
5458,10,2,Occasional User
5459,1,0,Inactive
5460,1,0,Inactive
5461,2,0,Inactive
5462,2,0,Inactive
5463,4,0,Inactive
5464,6,2,Occasional User
5465,8,0,Inactive
5466,5,0,Inactive
5467,4,0,Inactive
5469,2,0,Inactive
5470,6,1,Occasional User
5471,6,2,Occasional User
5472,6,0,Inactive
5473,8,0,Inactive
5474,6,0,Inactive
5475,11,1,Occasional User
5476,4,1,Occasional User
5477,5,1,Occasional User
5478,5,1,Occasional User
5479,6,0,Inactive
5480,9,2,Occasional User
5481,1,0,Inactive
5482,9,0,Inactive
5483,4,0,Inactive
5484,4,0,Inactive
5485,3,0,Inactive
5486,1,0,Inactive
5487,9,0,Inactive
5488,4,1,Occasional User
5489,3,0,Inactive
5490,2,0,Inactive
5491,7,1,Occasional User
5492,5,0,Inactive
5493,3,1,Occasional User
5494,2,0,Inactive
5495,4,1,Occasional User
5496,7,1,Occasional User
5497,4,2,Occasional User
5498,1,0,Inactive
5499,2,1,Occasional User
5500,6,1,Occasional User
5501,5,1,Occasional User
5502,2,1,Occasional User
5503,6,1,Occasional User
5504,5,1,Occasional User
5505,8,1,Occasional User
5506,6,1,Occasional User
5507,6,2,Occasional User
5508,2,0,Inactive
5509,6,1,Occasional User
5510,4,1,Occasional User
5511,9,2,Occasional User
5512,1,0,Inactive
5513,1,0,Inactive
5514,3,3,Regular User
5515,2,1,Occasional User
5516,5,1,Occasional User
5517,1,0,Inactive
5518,2,1,Occasional User
5519,9,1,Occasional User
5520,4,1,Occasional User
5521,2,1,Occasional User
5522,5,1,Occasional User
5523,6,1,Occasional User
5524,5,1,Occasional User
5525,5,0,Inactive
5526,17,2,Occasional User
5527,3,0,Inactive
5528,11,2,Occasional User
5529,5,0,Inactive
5530,7,0,Inactive
5531,3,1,Occasional User
5532,10,1,Occasional User
5533,3,0,Inactive
5535,2,0,Inactive
5536,9,1,Occasional User
5537,3,1,Occasional User
5538,1,0,Inactive
5539,3,0,Inactive
5540,3,0,Inactive
5541,10,0,Inactive
5542,4,3,Regular User
5543,1,0,Inactive
5544,1,0,Inactive
5545,6,2,Occasional User
5546,1,1,Occasional User
5547,10,1,Occasional User
5548,11,2,Occasional User
5549,6,1,Occasional User
5550,4,1,Occasional User
5551,6,2,Occasional User
5552,9,2,Occasional User
5553,2,1,Occasional User
5555,1,0,Inactive
5556,5,1,Occasional User
5557,10,3,Regular User
5558,4,0,Inactive
5559,6,0,Inactive
5560,5,0,Inactive
5561,8,2,Occasional User
5562,1,1,Occasional User
5563,6,0,Inactive
5564,5,1,Occasional User
5565,1,1,Occasional User
5566,6,2,Occasional User
5567,6,1,Occasional User
5568,2,0,Inactive
5569,1,0,Inactive
5570,2,0,Inactive
5571,1,0,Inactive
5572,19,1,Occasional User
5573,1,0,Inactive
5574,4,0,Inactive
5575,1,0,Inactive
5576,6,0,Inactive
5577,6,3,Regular User
5578,2,1,Occasional User
5579,1,0,Inactive
5580,4,0,Inactive
5581,11,4,Regular User
5582,6,1,Occasional User
5583,2,0,Inactive
5584,3,0,Inactive
5585,6,1,Occasional User
5586,10,2,Occasional User
5587,1,0,Inactive
5588,4,0,Inactive
5590,6,3,Regular User
5591,1,0,Inactive
5592,5,1,Occasional User
5593,7,0,Inactive
5594,1,0,Inactive
5595,6,0,Inactive
5596,5,2,Occasional User
5597,10,2,Occasional User
5598,4,0,Inactive
5599,6,2,Occasional User
5600,4,1,Occasional User
5601,1,0,Inactive
5602,9,4,Regular User
5603,8,2,Occasional User
5604,1,0,Inactive
5605,2,1,Occasional User
5606,3,0,Inactive
5607,2,0,Inactive
5608,1,1,Occasional User
5609,2,1,Occasional User
5610,3,0,Inactive
5611,4,0,Inactive
5612,4,0,Inactive
5613,2,0,Inactive
5614,8,3,Regular User
5615,1,0,Inactive
5616,1,1,Occasional User
5617,2,1,Occasional User
5618,9,4,Regular User
5619,1,0,Inactive
5620,7,2,Occasional User
5622,2,1,Occasional User
5623,1,0,Inactive
5624,3,2,Occasional User
5625,12,2,Occasional User
5626,1,0,Inactive
5627,6,2,Occasional User
5629,6,0,Inactive
5630,5,2,Occasional User
5631,3,0,Inactive
5632,5,2,Occasional User
5633,5,0,Inactive
5634,5,0,Inactive
5635,6,0,Inactive
5636,15,3,Regular User
5637,6,2,Occasional User
5638,2,0,Inactive
5639,14,1,Occasional User
5640,9,4,Regular User
5641,6,0,Inactive
5642,1,0,Inactive
5643,8,3,Regular User
5644,7,1,Occasional User
5645,3,2,Occasional User
5646,9,3,Regular User
5647,14,8,Regular User
5648,1,1,Occasional User
5649,6,2,Occasional User
5650,3,1,Occasional User
5651,4,0,Inactive
5652,6,1,Occasional User
5653,8,2,Occasional User
5654,9,1,Occasional User
5655,10,3,Regular User
5656,6,0,Inactive
5657,3,1,Occasional User
5658,1,1,Occasional User
5659,2,1,Occasional User
5660,6,1,Occasional User
5661,7,4,Regular User
5662,9,2,Occasional User
5663,2,1,Occasional User
5664,6,1,Occasional User
5665,3,1,Occasional User
5666,3,0,Inactive
5667,4,1,Occasional User
5668,1,0,Inactive
5669,16,7,Regular User
5670,5,1,Occasional User
5671,1,0,Inactive
5672,6,1,Occasional User
5673,3,1,Occasional User
5674,4,2,Occasional User
5675,1,1,Occasional User
5676,1,0,Inactive
5677,4,1,Occasional User
5678,10,0,Inactive
5679,3,0,Inactive
5680,9,2,Occasional User
5681,6,0,Inactive
5682,4,2,Occasional User
5683,2,1,Occasional User
5684,7,1,Occasional User
5685,9,2,Occasional User
5686,5,1,Occasional User
5687,6,2,Occasional User
5688,2,0,Inactive
5689,10,0,Inactive
5690,6,1,Occasional User
5691,7,5,Regular User
5692,7,1,Occasional User
5693,5,0,Inactive
5694,2,1,Occasional User
5695,5,0,Inactive
5696,7,2,Occasional User
5697,3,0,Inactive
5698,5,2,Occasional User
5699,1,0,Inactive
5700,7,1,Occasional User
5701,10,2,Occasional User
5702,8,1,Occasional User
5703,5,0,Inactive
5704,9,0,Inactive
5705,2,1,Occasional User
5706,10,1,Occasional User
5707,1,1,Occasional User
5708,7,1,Occasional User
5710,2,1,Occasional User
5711,8,2,Occasional User
5712,2,0,Inactive
5713,5,1,Occasional User
5714,2,0,Inactive
5715,3,0,Inactive
5716,7,3,Regular User
5717,2,1,Occasional User
5718,7,1,Occasional User
5719,12,4,Regular User
5720,6,2,Occasional User
5721,7,2,Occasional User
5722,4,0,Inactive
5723,3,0,Inactive
5724,7,3,Regular User
5725,8,1,Occasional User
5726,5,2,Occasional User
5727,5,0,Inactive
5728,10,1,Occasional User
5729,7,1,Occasional User
5730,1,0,Inactive
5731,2,0,Inactive
5732,9,1,Occasional User
5733,4,0,Inactive
5734,3,2,Occasional User
5735,4,0,Inactive
5736,6,0,Inactive
5737,6,3,Regular User
5738,3,1,Occasional User
5740,3,0,Inactive
5741,2,0,Inactive
5742,5,2,Occasional User
5743,1,1,Occasional User
5744,1,0,Inactive
5745,6,1,Occasional User
5746,3,2,Occasional User
5747,5,0,Inactive
5748,1,0,Inactive
5749,2,0,Inactive
5750,3,0,Inactive
5751,10,0,Inactive
5752,5,3,Regular User
5753,3,0,Inactive
5754,4,0,Inactive
5755,1,0,Inactive
5756,4,0,Inactive
5757,4,2,Occasional User
5758,3,0,Inactive
5759,4,1,Occasional User
5760,6,1,Occasional User
5761,3,0,Inactive
5762,2,0,Inactive
5763,1,1,Occasional User
5764,2,0,Inactive
5765,2,1,Occasional User
5766,3,0,Inactive
5767,7,3,Regular User
5768,3,0,Inactive
5769,8,1,Occasional User
5770,1,0,Inactive
5771,4,0,Inactive
5772,2,2,Occasional User
5773,10,2,Occasional User
5774,6,1,Occasional User
5775,7,1,Occasional User
5776,8,1,Occasional User
5777,4,0,Inactive
5778,4,0,Inactive
5779,1,0,Inactive
5780,9,1,Occasional User
5781,4,0,Inactive
5782,3,1,Occasional User
5783,4,0,Inactive
5784,6,0,Inactive
5786,2,0,Inactive
5787,6,3,Regular User
5788,2,0,Inactive
5789,2,0,Inactive
5790,7,1,Occasional User
5791,7,1,Occasional User
5792,5,0,Inactive
5793,2,0,Inactive
5794,1,1,Occasional User
5795,6,3,Regular User
5797,9,4,Regular User
5798,1,0,Inactive
5799,1,0,Inactive
5800,9,1,Occasional User
5801,3,1,Occasional User
5802,6,1,Occasional User
5803,8,2,Occasional User
5804,1,1,Occasional User
5805,7,1,Occasional User
5806,5,1,Occasional User
5807,6,0,Inactive
5808,2,0,Inactive
5809,5,1,Occasional User
5810,4,3,Regular User
5811,8,2,Occasional User
5812,1,0,Inactive
5813,1,1,Occasional User
5814,8,1,Occasional User
5815,7,2,Occasional User
5816,3,1,Occasional User
5817,10,0,Inactive
5818,5,1,Occasional User
5819,1,0,Inactive
5820,6,2,Occasional User
5821,2,0,Inactive
5822,6,0,Inactive
5823,6,1,Occasional User
5824,5,2,Occasional User
5825,10,1,Occasional User
5826,6,1,Occasional User
5827,4,0,Inactive
5828,18,3,Regular User
5829,9,3,Regular User
5830,3,1,Occasional User
5831,2,0,Inactive
5833,2,2,Occasional User
5834,3,1,Occasional User
5835,6,0,Inactive
5836,4,1,Occasional User
5837,2,1,Occasional User
5838,5,1,Occasional User
5839,1,0,Inactive
5840,5,2,Occasional User
5841,3,1,Occasional User
5842,10,3,Regular User
5843,13,0,Inactive
5844,14,3,Regular User
5845,2,0,Inactive
5846,1,0,Inactive
5847,7,0,Inactive
5848,4,2,Occasional User
5849,3,0,Inactive
5850,4,0,Inactive
5851,7,3,Regular User
5852,2,0,Inactive
5853,2,2,Occasional User
5854,1,0,Inactive
5855,4,0,Inactive
5856,3,0,Inactive
5857,7,1,Occasional User
5858,8,0,Inactive
5859,3,1,Occasional User
5860,4,1,Occasional User
5861,5,1,Occasional User
5862,3,0,Inactive
5863,5,1,Occasional User
5864,1,0,Inactive
5865,6,1,Occasional User
5866,3,1,Occasional User
5867,3,1,Occasional User
5868,4,1,Occasional User
5869,2,0,Inactive
5870,6,3,Regular User
5871,7,1,Occasional User
5872,8,3,Regular User
5873,3,0,Inactive
5874,2,0,Inactive
5875,3,1,Occasional User
5876,6,2,Occasional User
5877,2,0,Inactive
5879,5,1,Occasional User
5881,5,2,Occasional User
5882,1,0,Inactive
5883,8,2,Occasional User
5884,2,0,Inactive
5885,6,1,Occasional User
5886,3,0,Inactive
5887,5,1,Occasional User
5888,1,0,Inactive
5889,1,0,Inactive
5890,3,0,Inactive
5891,4,0,Inactive
5892,5,1,Occasional User
5893,6,1,Occasional User
5894,7,2,Occasional User
5895,6,1,Occasional User
5896,8,1,Occasional User
5897,1,0,Inactive
5898,9,3,Regular User
5899,1,0,Inactive
5900,4,0,Inactive
5901,6,0,Inactive
5902,5,1,Occasional User
5903,3,0,Inactive
5904,3,1,Occasional User
5905,2,1,Occasional User
5906,4,1,Occasional User
5907,1,0,Inactive
5908,5,2,Occasional User
5909,4,2,Occasional User
5910,6,1,Occasional User
5911,3,1,Occasional User
5912,1,1,Occasional User
5913,1,0,Inactive
5914,4,0,Inactive
5915,6,1,Occasional User
5916,3,1,Occasional User
5917,1,1,Occasional User
5918,6,1,Occasional User
5919,10,4,Regular User
5920,3,1,Occasional User
5921,6,2,Occasional User
5922,1,0,Inactive
5923,8,2,Occasional User
5924,6,2,Occasional User
5925,8,1,Occasional User
5926,5,2,Occasional User
5927,2,0,Inactive
5928,6,2,Occasional User
5929,5,0,Inactive
5930,1,0,Inactive
5931,4,1,Occasional User
5932,2,0,Inactive
5933,7,2,Occasional User
5934,2,1,Occasional User
5935,2,0,Inactive
5936,5,2,Occasional User
5937,3,0,Inactive
5938,9,0,Inactive
5939,8,1,Occasional User
5940,7,3,Regular User
5941,6,2,Occasional User
5942,1,0,Inactive
5943,12,1,Occasional User
5944,1,0,Inactive
5945,2,0,Inactive
5946,9,1,Occasional User
5947,1,0,Inactive
5948,4,3,Regular User
5949,4,1,Occasional User
5950,2,1,Occasional User
5951,8,1,Occasional User
5952,1,0,Inactive
5953,6,0,Inactive
5954,3,0,Inactive
5955,13,2,Occasional User
5956,3,0,Inactive
5957,10,2,Occasional User
5958,1,0,Inactive
5959,4,0,Inactive
5960,1,0,Inactive
5961,5,0,Inactive
5962,1,0,Inactive
5963,5,2,Occasional User
5964,5,0,Inactive
5965,3,1,Occasional User
5966,1,0,Inactive
5967,2,0,Inactive
5968,17,8,Regular User
5969,2,0,Inactive
5970,1,0,Inactive
5971,4,2,Occasional User
5972,3,1,Occasional User
5973,2,1,Occasional User
5974,2,0,Inactive
5975,8,1,Occasional User
5976,1,1,Occasional User
5977,12,3,Regular User
5978,6,3,Regular User
5979,5,0,Inactive
5980,6,1,Occasional User
5981,4,0,Inactive
5982,11,2,Occasional User
5983,1,0,Inactive
5984,1,1,Occasional User
5985,6,0,Inactive
5986,12,2,Occasional User
5987,6,2,Occasional User
5988,1,0,Inactive
5989,1,0,Inactive
5990,1,0,Inactive
5991,10,0,Inactive
5992,5,1,Occasional User
5993,4,2,Occasional User
5994,3,0,Inactive
5995,4,2,Occasional User
5996,2,0,Inactive
5997,5,0,Inactive
5998,3,1,Occasional User
5999,1,0,Inactive
6000,6,2,Occasional User
6001,5,0,Inactive
6002,7,1,Occasional User
6003,1,0,Inactive
6004,5,1,Occasional User
6005,1,0,Inactive
6006,1,1,Occasional User
6007,6,2,Occasional User
6008,15,1,Occasional User
6009,6,1,Occasional User
6010,7,1,Occasional User
6011,1,0,Inactive
6012,2,1,Occasional User
6013,2,0,Inactive
6014,3,1,Occasional User
6015,4,1,Occasional User
6016,4,1,Occasional User
6017,7,2,Occasional User
6019,5,2,Occasional User
6020,2,0,Inactive
6021,4,0,Inactive
6022,1,0,Inactive
6023,1,1,Occasional User
6024,4,1,Occasional User
6025,12,3,Regular User
6026,8,1,Occasional User
6027,2,0,Inactive
6028,2,1,Occasional User
6029,1,0,Inactive
6030,10,3,Regular User
6031,3,2,Occasional User
6032,9,1,Occasional User
6033,3,0,Inactive
6034,8,1,Occasional User
6035,4,1,Occasional User
6036,7,1,Occasional User
6038,1,0,Inactive
6039,8,3,Regular User
6040,2,1,Occasional User
6042,10,4,Regular User
6043,6,0,Inactive
6044,9,2,Occasional User
6045,2,1,Occasional User
6046,6,0,Inactive
6047,1,0,Inactive
6048,5,1,Occasional User
6049,1,0,Inactive
6050,2,1,Occasional User
6051,4,1,Occasional User
6052,1,1,Occasional User
6053,1,0,Inactive
6054,6,2,Occasional User
6055,1,0,Inactive
6056,3,0,Inactive
6057,4,0,Inactive
6058,5,1,Occasional User
6059,1,0,Inactive
6060,1,1,Occasional User
6061,2,1,Occasional User
6062,4,0,Inactive
6063,6,0,Inactive
6064,4,0,Inactive
6065,9,1,Occasional User
6066,6,0,Inactive
6067,3,2,Occasional User
6068,4,1,Occasional User
6069,7,2,Occasional User
6070,9,5,Regular User
6071,2,0,Inactive
6072,7,0,Inactive
6073,8,2,Occasional User
6074,6,1,Occasional User
6075,6,2,Occasional User
6076,14,2,Occasional User
6077,10,1,Occasional User
6078,3,0,Inactive
6080,4,0,Inactive
6081,3,0,Inactive
6082,2,0,Inactive
6083,7,1,Occasional User
6084,8,0,Inactive
6085,1,0,Inactive
6086,4,2,Occasional User
6087,5,3,Regular User
6088,4,0,Inactive
6089,3,0,Inactive
6090,9,0,Inactive
6091,6,1,Occasional User
6092,6,0,Inactive
6093,6,0,Inactive
6094,5,1,Occasional User
6095,8,3,Regular User
6096,3,0,Inactive
6097,2,1,Occasional User
6098,2,0,Inactive
6099,7,2,Occasional User
6100,2,0,Inactive
6101,6,2,Occasional User
6102,4,0,Inactive
6103,8,1,Occasional User
6104,1,0,Inactive
6105,9,3,Regular User
6106,4,2,Occasional User
6107,6,1,Occasional User
6109,9,1,Occasional User
6110,1,1,Occasional User
6111,2,1,Occasional User
6112,10,2,Occasional User
6113,1,0,Inactive
6114,4,1,Occasional User
6115,1,1,Occasional User
6116,5,3,Regular User
6117,1,0,Inactive
6118,1,1,Occasional User
6119,4,0,Inactive
6120,3,1,Occasional User
6121,16,6,Regular User
6122,6,2,Occasional User
6123,12,3,Regular User
6125,1,1,Occasional User
